"Please wait a moment while the Ingenico ePayments payment page is loading.","Please wait a moment while the Ingenico ePayments payment page is loading."
"Please wait a moment. This page will transfer your data to Ingenico ePayments payment gateway in a few seconds.","Please wait a moment. This page will transfer your data to Ingenico ePayments payment gateway in a few seconds."
"* Required Fields","* Required Fields"
"Dear %customer_name,","Dear %customer_name,"
"we could not yet register a payment transaction to your order. You can review the payment informations to your order <a href=""%payment_link"">here</a>.","we could not yet register a payment transaction to your order. You can review the payment informations to your order <a href=""%payment_link"">here</a>."
"Should you already have ordered the transaction, please consider this e-mail as irrelevant.","Should you already have ordered the transaction, please consider this e-mail as irrelevant."
"If you have any questions, please feel free to contact us at <a href=""mailto:%store_email"" style=""color:#1E7EC8;"">%store_email</a>","If you have any questions, please feel free to contact us at <a href=""mailto:%store_email"" style=""color:#1E7EC8;"">%store_email</a>"
"or by phone at <a href=""tel:%store_phone"">%store_phone</a>.","or by phone at <a href=""tel:%store_phone"">%store_phone</a>."
"Haben Sie nochmals recht herzlichen Dank, <strong>%store_frontName</strong>","Haben Sie nochmals recht herzlichen Dank, <strong>%store_frontName</strong>"
"under following <a href='%payment_link'>link</a> you can pay for your order.","under following <a href='%payment_link'>link</a> you can pay for your order."
"If you have any questions, please feel free to contact us at: <a href='mailto:%store_email' style='color:#1E7EC8;'>%store_email</a>","If you have any questions, please feel free to contact us at: <a href='mailto:%store_email' style='color:#1E7EC8;'>%store_email</a>"
"Thank you for your order, <strong>%store_frontName</strong>","Thank you for your order, <strong>%store_frontName</strong>"
"Name on Card:","Name on Card:"
"Credit Card Number:","Credit Card Number:"
"Expiration Date:","Expiration Date:"
"Account owner:","Account owner:"
IBAN:,IBAN:
"Place Order","Place Order"
"Enter a new bank account...","Enter a new bank account..."
"Please select a brand","Please select a brand"
"Warning message","Warning message"
"Your payment data is ready to be processed by Ingenico ePayments. You can {0} reset it {1} or still select another payment method.","Your payment data is ready to be processed by Ingenico ePayments. You can {0} reset it {1} or still select another payment method."
"Your payment data could not be saved by Ingenico ePayments. Please {0} retry {1} or select another payment method.","Your payment data could not be saved by Ingenico ePayments. Please {0} retry {1} or select another payment method."
"Please wait, while we load the Ingenico ePayments payment form.","Please wait, while we load the Ingenico ePayments payment form."
"Please choose one of the options.","Please choose one of the options."
"Review & Payments","Review & Payments"
"Payment Services","Payment Services"
"Ingenico ePayments Information","Ingenico ePayments Information"
"Ingenico ePayments Account","Ingenico ePayments Account"
PSPID,PSPID
"PSPID is a case sensitive field","PSPID is a case sensitive field"
"Hash algorithm","Hash algorithm"
"This must be identical to the value in the Ingenico ePayments backend in section <em>Technical information</em> on tab <em>Global security parameters</em>.","This must be identical to the value in the Ingenico ePayments backend in section <em>Technical information</em> on tab <em>Global security parameters</em>."
"SHA-IN Pass phrase","SHA-IN Pass phrase"
"Refer to Ingenico ePayment's backend in section <em>Technical Information</em> on tab <em>Data and origin verification</em>.","Refer to Ingenico ePayment's backend in section <em>Technical Information</em> on tab <em>Data and origin verification</em>."
"This must be identical to the value in the Ingenico ePayments backend in section <em>Technical information</em> on tab <em>Data and origin verification</em>.","This must be identical to the value in the Ingenico ePayments backend in section <em>Technical information</em> on tab <em>Data and origin verification</em>."
"SHA-OUT Pass phrase","SHA-OUT Pass phrase"
"Refer to Ingenico ePayments's backend in section <em>Technical Information</em> on tab <em>Transaction feedback</em>.","Refer to Ingenico ePayments's backend in section <em>Technical Information</em> on tab <em>Transaction feedback</em>."
"This must be identical to the value in the Ingenico ePayments backend in section <em>Technical information</em> on tab <em>Transaction feedback</em>.","This must be identical to the value in the Ingenico ePayments backend in section <em>Technical information</em> on tab <em>Transaction feedback</em>."
Mode,Mode
"<p id=""ops_mode_comment"" style=""color:red; display:none;"">Please note that, after changing this value, you might also need to update additional fields like API-User and password, PSPID or SHA-IN/OUT pass phrase.</p>","<p id=""ops_mode_comment"" style=""color:red; display:none;"">Please note that, after changing this value, you might also need to update additional fields like API-User and password, PSPID or SHA-IN/OUT pass phrase.</p>"
"Depending on the selection the extension will communicate with the Ingenico ePayments test or production service. Choose custom, if you have to use special urls for the gateway.","Depending on the selection the extension will communicate with the Ingenico ePayments test or production service. Choose custom, if you have to use special urls for the gateway."
"Frontend Gateway URL","Frontend Gateway URL"
"Test url example: https://secure.ogone.com/ncol/test/orderstandard_utf8.asp<br />Production url example: https://secure.ogone.com/ncol/prod/orderstandard_utf8.asp","Test url example: https://secure.ogone.com/ncol/test/orderstandard_utf8.asp<br />Production url example: https://secure.ogone.com/ncol/prod/orderstandard_utf8.asp"
"Alias Gateway URL","Alias Gateway URL"
"Test url example: https://ogone.test.v-psp.com/Tokenization/HostedPage<br />Production url example: https://secure.ogone.com/Tokenization/HostedPage","Test url example: https://ogone.test.v-psp.com/Tokenization/HostedPage<br />Production url example: https://secure.ogone.com/Tokenization/HostedPage"
"DirectLink Gateway URL","DirectLink Gateway URL"
"Test url example: https://secure.ogone.com/ncol/test/maintenancedirect.asp<br />Production url example: https://secure.ogone.com/ncol/prod/maintenancedirect.asp","Test url example: https://secure.ogone.com/ncol/test/maintenancedirect.asp<br />Production url example: https://secure.ogone.com/ncol/prod/maintenancedirect.asp"
"DirectLink Gateway Order URL","DirectLink Gateway Order URL"
"Test url example: https://secure.ogone.com/ncol/test/orderdirect.asp<br />Production url example: https://secure.ogone.com/ncol/prod/orderdirect.asp","Test url example: https://secure.ogone.com/ncol/test/orderdirect.asp<br />Production url example: https://secure.ogone.com/ncol/prod/orderdirect.asp"
"DirectLink Maintenance API URL","DirectLink Maintenance API URL"
"Test url example: https://secure.ogone.com/ncol/test/querydirect.asp<br />Production url example: https://secure.ogone.com/ncol/prod/querydirect.asp","Test url example: https://secure.ogone.com/ncol/test/querydirect.asp<br />Production url example: https://secure.ogone.com/ncol/prod/querydirect.asp"
"API User","API User"
"Special user for API must be created in the Ingenico ePayments backend in section <em>Users</em>.","Special user for API must be created in the Ingenico ePayments backend in section <em>Users</em>."
"API Password","API Password"
"Password which has been set in the Ingenico ePayments backend for above API user.","Password which has been set in the Ingenico ePayments backend for above API user."
"Payment Action","Payment Action"
"This setting will override the configuration in the Ingenico ePayments backend in section <em>Technical information</em> on tab <em>Global transaction parameters</em>.","This setting will override the configuration in the Ingenico ePayments backend in section <em>Technical information</em> on tab <em>Global transaction parameters</em>."
"Send Invoice to Customer","Send Invoice to Customer"
"Payment Template","Payment Template"
"For an easier PCI compliance we recommend redirect mode, iFrame mode or dynamic template with the template hosted on Ingenico ePayments servers.","For an easier PCI compliance we recommend redirect mode, iFrame mode or dynamic template with the template hosted on Ingenico ePayments servers."
"Template Identifier/Url","Template Identifier/Url"
"Enter the TemplateRootId you received from Ingenico ePayments or the url to an external template.","Enter the TemplateRootId you received from Ingenico ePayments or the url to an external template."
"Title of the Ingenico ePayments Template","Title of the Ingenico ePayments Template"
"Background Color of Ingenico ePayments Template","Background Color of Ingenico ePayments Template"
"e.g: white","e.g: white"
"Text Color of the Ingenico ePayments Template","Text Color of the Ingenico ePayments Template"
"e.g: black","e.g: black"
"Table Background Color of the Ingenico ePayments Template","Table Background Color of the Ingenico ePayments Template"
"Table Text Color of the Ingenico ePayments Template","Table Text Color of the Ingenico ePayments Template"
"Show catalog button","Show catalog button"
"Show home button","Show home button"
"Button Background Color of the Ingenico ePayments Template","Button Background Color of the Ingenico ePayments Template"
"Button Text Color of the Ingenico ePayments Template","Button Text Color of the Ingenico ePayments Template"
"Font Family of the Ingenico ePayments Template","Font Family of the Ingenico ePayments Template"
"e.g: Verdana","e.g: Verdana"
"Logo of the Ingenico ePayments Template","Logo of the Ingenico ePayments Template"
"URL/filename of the logo. The URL must be absolute and stored on a secure server.","URL/filename of the logo. The URL must be absolute and stored on a secure server."
"Layout of Payment Methods","Layout of Payment Methods"
"Show Quote ID in the order grid","Show Quote ID in the order grid"
"Submit extra parameters","Submit extra parameters"
"Enable this if you wish to use fraud detection","Enable this if you wish to use fraud detection"
"Only enable this if you wish to use Fraud Detection.","Only enable this if you wish to use Fraud Detection."
"Resend payment information identity","Resend payment information identity"
"Sender identity. See 'Store Email Adresses'.","Sender identity. See 'Store Email Adresses'."
"Resend payment information template","Resend payment information template"
"The email template to use. Choose 'Default Template from Locale' to use Ingenico ePayments extensions default template.","The email template to use. Choose 'Default Template from Locale' to use Ingenico ePayments extensions default template."
"PayPerMail Email Template.","PayPerMail Email Template."
"Enable device fingerprinting","Enable device fingerprinting"
"This functionality will transmit specific customer data as hash to Ingenico ePayments to identify the device from which the transaction was sent can be identified with the highest probability.","This functionality will transmit specific customer data as hash to Ingenico ePayments to identify the device from which the transaction was sent can be identified with the highest probability."
"When enabling this, you still need to request the explicit consent of the customer in the checkout to transmit this data.","When enabling this, you still need to request the explicit consent of the customer in the checkout to transmit this data."
"Timeout for transactions","Timeout for transactions"
"This value specifies the request timeout for that transaction. A value between 30 and 60 is possible.","This value specifies the request timeout for that transaction. A value between 30 and 60 is possible."
"Credit/Debit card Split","Credit/Debit card Split"
"If activated an extra parameter is transmitted to Ingenico ePayments for the Creditcard/Debitcard payment methods.","If activated an extra parameter is transmitted to Ingenico ePayments for the Creditcard/Debitcard payment methods."
"See also <a title='Split credit/debit cards' target='_blank' href='https://payment-services.ingenico.com/int/en/ogone/support/guides/integration%20guides/split-credit-debit-cards'>Ingenico ePayments documentation</a>.","See also <a title='Split credit/debit cards' target='_blank' href='https://payment-services.ingenico.com/int/en/ogone/support/guides/integration%20guides/split-credit-debit-cards'>Ingenico ePayments documentation</a>."
Debug,Debug
"This will log requests and responses in /var/log/ops.log","This will log requests and responses in /var/log/ops.log"
"Make sure the global Magento logging is also enabled.","Make sure the global Magento logging is also enabled."
"Ingenico ePayments Dc","Ingenico ePayments Dc"
Enabled,Enabled
"Sort Order","Sort Order"
"Card Types","Card Types"
"Enable redirect payment for all card types","Enable redirect payment for all card types"
"If set to <em>Yes></em>, customers will be redirected to the external Ingenico ePayments payment page.","If set to <em>Yes></em>, customers will be redirected to the external Ingenico ePayments payment page."
"Enable inline payment for these card types","Enable inline payment for these card types"
"For the selected card types, the customer can enter the credit card details directly in the checkout.","For the selected card types, the customer can enter the credit card details directly in the checkout."
"Enable 3D secure","Enable 3D secure"
"If the customer's credit card supports 3D Secure, he will be redirected to an external page to enter his password.","If the customer's credit card supports 3D Secure, he will be redirected to an external page to enter his password."
"Enable for backend","Enable for backend"
"This sets if this payment method should also be available for orders from the Magento backend.","This sets if this payment method should also be available for orders from the Magento backend."
"Enabled Alias Manager","Enabled Alias Manager"
"If this option is enabled, the customer's alias data will be saved in the shop. The data can then be used again later if the buyer has stored them permanently on Ingenico ePayments side.","If this option is enabled, the customer's alias data will be saved in the shop. The data can then be used again later if the buyer has stored them permanently on Ingenico ePayments side."
"Aliasusage New","Aliasusage New"
"Here you can enter the desired text which will be displayed on Ingenico ePayments side.","Here you can enter the desired text which will be displayed on Ingenico ePayments side."
"Aliasusage existing Alias","Aliasusage existing Alias"
"Here you can enter the desired text which is used for existing alias, the text will be displayed on Ingenico ePayments","Here you can enter the desired text which is used for existing alias, the text will be displayed on Ingenico ePayments"
"Show Alias Manager information for guests","Show Alias Manager information for guests"
"Allow zero amount authorization","Allow zero amount authorization"
"Only if payment action is authorize.","Only if payment action is authorize."
Logo,Logo
"Logo Position","Logo Position"
"HTP Template Name","HTP Template Name"
"OGONE Alias","OGONE Alias"
"Ingenico ePayments Cc","Ingenico ePayments Cc"
"Ingenico ePayments CashU","Ingenico ePayments CashU"
"Payment from Applicable Countries","Payment from Applicable Countries"
"Payment from Specific Countries","Payment from Specific Countries"
"Ingenico ePayments InterSolve","Ingenico ePayments InterSolve"
"Add one or more brands. In field ""BRAND"" you will have to enter the value you got from Ingenico ePayments.","Add one or more brands. In field ""BRAND"" you will have to enter the value you got from Ingenico ePayments."
"Ingenico ePayments Masterpass","Ingenico ePayments Masterpass"
"Ingenico ePayments GiroPay","Ingenico ePayments GiroPay"
"Ingenico ePayments Paypal","Ingenico ePayments Paypal"
"Ingenico ePaymentsSofortÜberweisung","Ingenico ePaymentsSofortÜberweisung"
Brands,Brands
"Ingenico ePayments IngHomePay","Ingenico ePayments IngHomePay"
"Ingenico ePayments Paysafecard","Ingenico ePayments Paysafecard"
"Ingenico ePayments CbcOnline","Ingenico ePayments CbcOnline"
"Ingenico ePayments FortisPayButton","Ingenico ePayments FortisPayButton"
"Ingenico ePayments PingPing","Ingenico ePayments PingPing"
"Ingenico ePayments Eps","Ingenico ePayments Eps"
"Ingenico ePayments Open Invoice NL","Ingenico ePayments Open Invoice NL"
